symbol,month,type,pnl,stt,exit_reason
ADANIENT,2024-07,LONG,208.58985159743742,125.20858985159742,PARTIAL_PROFIT
ADANIENT,2024-07,LONG,-1725.4228501069053,373.27457714989305,STOP_LOSS
ADANIENT,2024-07,SHORT,-461.91247974066596,125.0,STOP_LOSS
ADANIENT,2024-07,SHORT,-531.7263381779804,125.0,STOP_LOSS
ADANIENT,2024-07,SHORT,-126.22012790306295,125.0,STOP_LOSS
ADANIENT,2024-08,LONG,-5352.3711406587045,494.64762885934135,STOP_LOSS
ADANIENT,2024-08,LONG,1161.19218442417,126.16119218442418,PARTIAL_PROFIT
ADANIENT,2024-08,LONG,-2153.5946117428975,372.84640538825704,STOP_LOSS
ADANIENT,2024-08,LONG,-1039.6712346709742,498.96032876532905,STOP_LOSS
ADANIENT,2024-08,LONG,396.4862688382373,125.39648626883825,PARTIAL_PROFIT
ADANIENT,2024-08,LONG,11339.918155373314,386.3399181553733,EMA50_EXIT
ADANIENT,2024-08,LONG,836.0451995878979,125.8360451995879,PARTIAL_PROFIT
ADANIENT,2024-08,LONG,-263.6915177184458,374.7363084822815,STOP_LOSS
ADANIENT,2024-08,LONG,92.78982700747673,125.09278982700748,PARTIAL_PROFIT
ADANIENT,2024-08,LONG,314.6785437645126,375.3146785437645,EOD
ADANIENT,2024-08,SHORT,496.74710764996377,125.00000000000001,PROFIT_TARGET
ADANIENT,2024-08,LONG,167.27665543427804,125.16727665543426,PARTIAL_PROFIT
ADANIENT,2024-08,LONG,-453.46081292423776,374.5465391870758,STOP_LOSS
ADANIENT,2024-08,SHORT,323.5146633021142,125.00000000000001,PROFIT_TARGET
ADANIENT,2024-08,SHORT,-72.83792751813957,125.0,STOP_LOSS
